Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,birth_year_fb,market_value_eur,player_id,dob,age,join_method
lisandro montenegro,ar ARG,"MF,DF",Platense,20,2003,0.7,0,0,0.2,0.1,1,0,22,33,66.67,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lisandro montenegro,lisandro montenegro,platense,2003,75000,978974,2003-03-27,22,first+last+birth_year
lisandro pinero,ar ARG,FW,Banfield,16,2007,0.5,0,0,0.0,0.0,1,0,8,12,66.67,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0,lisandro pinero,lisandro pinero,banfield,2007,300000,1301427,2007-07-15,18,key+birth_year
lorenzo scipioni,ar ARG,MF,Tigre,19,2004,5.8,0,1,0.1,0.5,6,0,199,269,73.98,36,22,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,lorenzo scipioni,lorenzo scipioni,tigre,2004,,,nan,,
luca langoni,ar ARG,FW,Boca Juniors,21,2002,1.9,0,0,0.4,0.1,5,3,30,44,68.18,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,luca langoni,luca langoni,boca juniors,2002,,,nan,,
luca martinez,mx MEX,FW,Rosario Central,23,2001,2.0,2,0,1.4,0.1,8,5,23,46,50.0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,luca martinez,luca martinez,rosario central,2001,,,nan,,
luca raffin,py PAR,DF,Rosario Central,18,2006,0.7,0,0,0.0,0.0,0,0,11,16,68.75,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,luca raffin,luca raffin,rosario central,2006,,,nan,,
luca regiardo,ar ARG,MF,Newell's OB,17,2006,1.0,0,0,0.0,0.3,0,0,20,25,80.0,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,luca regiardo,luca regiardo,newell s ob,2006,500000,1328380,2006-10-23,18,first+last+birth_year
lucas abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,0,0,0.7,0.2,11,4,737,978,75.36,38,27,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,lucas abascia,lucas abascia,cen cordoba sde,1995,1000000,689230,1995-12-10,29,first+last+birth_year
lucas acosta,ar ARG,GK,Sarmiento,28,1995,23.0,0,0,0.0,0.0,0,0,344,656,52.44,1,1,0,0,24.0,1.04,104.0,81.0,78.8,9.0,39.1,2.0,2.0,0.0,0.0,30.4,0.29,7.4,0.32,137.0,436.0,31.4,391.0,50.0,60.6,48.0,15.0,3.7,9.0,0.39,11.1,True,28.0,lucas acosta,lucas acosta,sarmiento,1995,1200000,296799,1995-03-12,30,key+birth_year
lucas ambrogio,ar ARG,"FW,MF",Atlé Tucumán,24,1999,0.3,0,0,0.0,0.0,1,1,6,13,46.15,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,lucas ambrogio,lucas ambrogio,atle tucuman,1999,,,nan,,
lucas arce,ar ARG,DF,Godoy Cruz,26,1997,22.5,0,2,0.3,2.7,14,2,868,1257,69.05,43,27,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,lucas arce,lucas arce,godoy cruz,1997,1700000,754470,1997-08-14,28,first+last+birth_year
lucas banos,ar ARG,DF,Newell's OB,18,2005,0.3,0,0,0.0,0.0,0,0,20,24,83.33,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,lucas banos,lucas banos,newell s ob,2005,,,nan,,
lucas bernabeu,ar ARG,DF,Belgrano,20,2004,0.2,0,0,0.0,0.0,0,0,18,23,78.26,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lucas bernabeu,lucas bernabeu,belgrano,2004,,,nan,,
lucas besozzi,ar ARG,"FW,MF",Newell's OB,21,2003,4.9,0,0,0.2,0.3,5,1,84,132,63.64,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,lucas besozzi,lucas besozzi,newell s ob,2003,300000,829381,2003-01-22,22,first+last+birth_year
lucas brochero,ar ARG,"DF,FW",Barracas Central,25,1999,11.2,0,0,0.4,0.6,9,2,201,355,56.62,16,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,lucas brochero,lucas brochero,barracas central,1999,,,nan,,
lucas bustos,ar ARG,MF,Belgrano,18,2005,0.9,0,0,0.0,0.0,0,0,38,53,71.7,1,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,lucas bustos,lucas bustos,belgrano,2005,,,nan,,
lucas carrizo,ar ARG,DF,Huracán,26,1997,17.5,0,1,0.4,0.5,17,3,727,1033,70.38,52,34,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,lucas carrizo,lucas carrizo,huracan,1997,800000,522204,1997-05-20,28,key+birth_year
lucas castro,ar ARG,MF,Gimnasia–LP,34,1989,16.3,2,1,1.9,1.4,22,7,534,755,70.73,35,25,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,lucas castro,lucas castro,gimnasia lp,1989,200000,105892,1989-04-09,36,first+last+birth_year
lucas faggioli,ar ARG,DF,Barracas Central,26,1997,1.1,0,0,0.0,0.0,0,0,20,28,71.43,7,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,lucas faggioli,lucas faggioli,barracas central,1997,,,nan,,
lucas ferreira,uy URU,DF,Defensa y Just,23,2000,10.4,0,1,0.1,0.1,2,0,384,481,79.83,23,11,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,lucas ferreira,lucas ferreira,defensa y justicia,2000,1200000,750733,2000-06-16,25,key+birth_year
lucas gamba,ar ARG,"FW,MF",Unión,36,1987,5.6,1,0,0.4,1.0,7,3,112,166,67.47,12,9,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,lucas gamba,lucas gamba,union,1987,125000,125906,1987-06-24,38,key+birth_year
lucas gomez,ar ARG,MF,Arg Juniors,19,2004,6.1,0,0,0.2,0.0,7,1,188,218,86.24,12,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,lucas gomez,lucas gomez,arg juniors,2004,200000,1225293,2004-06-17,21,first+last+birth_year
lucas gonzalez,ar ARG,"MF,FW",Independiente,23,2000,8.6,0,2,0.5,0.4,14,3,183,255,71.76,15,8,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,lucas gonzalez,lucas gonzalez,independiente,2000,1500000,688778,2000-06-03,25,first+last+birth_year
lucas hoyos,ar ARG,GK,Newell's OB,34,1989,10.8,0,0,0.0,0.0,0,0,236,346,68.21,1,1,0,0,10.0,0.92,34.0,25.0,73.5,4.0,36.4,2.0,1.0,0.0,1.0,11.7,0.31,2.7,0.25,62.0,157.0,39.5,271.0,24.0,43.9,36.4,12.0,7.8,9.0,0.83,13.0,True,34.0,lucas hoyos,lucas hoyos,newell s ob,1989,250000,75462,1989-04-29,36,first+last+birth_year
lucas irusta,ar ARG,DF,Lanús,21,2003,0.5,0,0,0.0,0.0,0,0,7,10,70.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,lucas irusta,lucas irusta,lanus,2003,,,nan,,
lucas janson,ar ARG,"FW,MF",Boca Juniors,29,1994,2.9,0,0,1.0,0.2,7,5,51,69,73.91,7,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,lucas janson,lucas janson,boca juniors,1994,300000,238448,1994-08-16,31,key+birth_year
lucas menossi,ar ARG,MF,Belgrano,31,1992,5.7,0,0,0.1,0.6,4,0,157,216,72.69,15,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,lucas menossi,lucas menossi,belgrano,1992,450000,225481,1992-07-11,33,key+birth_year
lucas mihovilcevich,ar ARG,DF,Newell's OB,20,2004,0.3,0,0,0.0,0.0,0,0,2,5,40.0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,lucas mihovilcevich,lucas mihovilcevich,newell s ob,2004,,,nan,,
lucas ocampo,uy URU,"MF,FW",Platense,26,1997,8.4,0,2,0.6,1.0,11,4,133,244,54.51,24,11,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,lucas ocampo,lucas ocampo,platense,1997,,,nan,,
lucas rodriguez,ar ARG,DF,Instituto,30,1993,17.3,0,4,1.1,1.5,18,5,537,810,66.3,32,23,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,lucas rodriguez,lucas rodriguez,instituto,1993,300000,171593,1993-09-27,32,first+last+birth_year
lucas souto,ar ARG,DF,Huracán,25,1998,11.2,0,0,0.1,0.1,3,0,291,432,67.36,17,12,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,lucas souto,lucas souto,huracan,1998,500000,699689,1998-10-11,27,first+last+birth_year
lucas suarez,ar ARG,DF,Talleres,28,1995,10.1,0,0,0.4,0.0,6,0,422,508,83.07,12,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,lucas suarez,lucas suarez,talleres,1995,,,nan,,
lucas varaldo,ar ARG,FW,Cen. Córdoba–SdE,21,2002,14.5,3,2,2.8,1.4,26,7,255,360,70.83,7,3,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,lucas varaldo,lucas varaldo,cen cordoba sde,2002,350000,718206,2002-02-24,23,first+last+birth_year
luciano abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,0,1,0.2,0.7,7,0,282,412,68.45,27,18,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,luciano abecasis,luciano abecasis,ind rivadavia,1990,75000,149435,1990-06-04,35,first+last+birth_year
luciano boggio,it ITA,MF,Lanús,24,1999,7.4,0,0,0.3,1.1,9,3,278,347,80.12,7,4,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,luciano boggio,luciano boggio,lanus,1999,,,nan,,
luciano cingolani,ar ARG,MF,Godoy Cruz,22,2001,0.4,0,0,0.0,0.0,0,0,6,11,54.55,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,luciano cingolani,luciano cingolani,godoy cruz,2001,,,nan,,
luciano ferreyra,ar ARG,MF,Platense,21,2002,0.1,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,luciano ferreyra,luciano ferreyra,platense,2002,,,nan,,
luciano gimenez,ar ARG,"FW,MF",Estudiantes–LP,23,2000,7.5,0,3,1.7,0.9,19,4,114,201,56.72,11,9,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,luciano gimenez,luciano gimenez,estudiantes lp,2000,700000,985755,2000-02-18,25,first+last+birth_year
luciano gomez,ar ARG,DF,Ind. Rivadavia,27,1996,4.4,0,0,0.2,0.3,3,2,141,188,75.0,8,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,luciano gomez,luciano gomez,ind rivadavia,1996,500000,423705,1996-03-22,29,first+last+birth_year
luciano gondou,ar ARG,FW,Arg Juniors,22,2001,5.9,1,0,1.2,0.1,15,7,93,140,66.43,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,luciano gondou,luciano gondou,arg juniors,2001,,,nan,,
luciano lollo,ar ARG,DF,Estudiantes–LP,36,1987,18.7,0,0,0.4,0.1,10,2,899,1089,82.55,18,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,luciano lollo,luciano lollo,estudiantes lp,1987,75000,76153,1987-03-29,38,first+last+birth_year
luciano ramon herrera,ar ARG,"FW,MF",Defensa y Just,27,1996,16.6,1,2,2.6,2.5,33,11,276,397,69.52,24,19,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,luciano ramon herrera,luciano herrera,defensa y justicia,1996,1000000,730802,1996-05-31,29,first+last+birth_year
luciano recalde,ar ARG,DF,Banfield,28,1995,4.1,0,0,0.1,0.0,1,0,84,135,62.22,4,2,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,luciano recalde,luciano recalde,banfield,1995,,,nan,,
luciano vietto,ar ARG,"FW,MF",Racing Club,30,1993,3.8,3,0,1.0,0.3,10,4,79,118,66.95,8,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,luciano vietto,luciano vietto,racing club,1993,1500000,214316,1993-12-05,31,key+birth_year
luis advincula,pe PER,DF,Boca Juniors,33,1990,16.0,0,2,0.8,0.7,18,3,622,761,81.73,15,11,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,luis advincula,luis advincula,boca juniors,1990,300000,103890,1990-03-02,35,key+birth_year
luis angulo,co COL,"MF,FW",Platense,19,2004,0.7,0,0,0.0,0.3,0,0,13,16,81.25,4,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,luis angulo,luis angulo,platense,2004,2700000,885301,2004-03-23,21,first+last+birth_year
luis ingolotti,ar ARG,GK,Cen. Córdoba–SdE,24,2000,26.0,0,0,0.0,0.0,0,0,445,698,63.75,0,0,0,0,34.0,1.31,110.0,75.0,70.9,6.0,23.1,3.0,2.0,1.0,0.0,32.4,0.29,-1.6,-0.06,95.0,313.0,30.4,536.0,119.0,43.8,36.8,24.0,7.6,23.0,0.88,13.9,True,24.0,luis ingolotti,luis ingolotti,cen cordoba sde,2000,750000,552636,2000-01-14,25,first+last+birth_year
luis miguel rodriguez,ar ARG,"FW,MF",Atlé Tucumán,39,1985,6.6,2,2,2.1,2.2,20,5,142,228,62.28,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,39.0,luis miguel rodriguez,luis rodriguez,atle tucuman,1985,,,nan,,
luis sanchez,co COL,"MF,FW",Cen. Córdoba–SdE,23,2000,2.4,0,0,0.5,0.0,8,0,86,117,73.5,3,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,luis sanchez,luis sanchez,cen cordoba sde,2000,,,nan,,
luis sequeira,ar ARG,MF,Ind. Rivadavia,21,2003,11.1,1,1,0.9,1.5,20,8,374,505,74.06,26,17,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,luis sequeira,luis sequeira,ind rivadavia,2003,1300000,668550,2003-01-08,22,first+last+birth_year
maher carrizo,ar ARG,"FW,MF",Vélez Sarsfield,17,2006,2.0,0,0,0.6,0.6,8,1,39,52,75.0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,maher carrizo,maher carrizo,velez sarsfield,2006,10000000,1162160,2006-02-19,19,key+birth_year
malcom braida,ar ARG,DF,San Lorenzo,26,1997,12.4,0,0,0.8,1.1,16,4,419,600,69.83,37,24,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,malcom braida,malcom braida,san lorenzo,1997,3500000,552185,1997-05-17,28,first+last+birth_year
manuel agustin duarte,ar ARG,"MF,FW",Barracas Central,22,2001,5.7,1,1,0.9,0.9,15,5,138,190,72.63,7,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,manuel agustin duarte,manuel duarte,barracas central,2001,375000,891804,2001-08-23,24,first+last+club+birth_year
manuel garcia,ar ARG,MF,Sarmiento,24,1999,19.5,2,1,1.4,1.0,17,5,320,510,62.75,49,28,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,manuel garcia,manuel garcia,sarmiento,1999,700000,869941,1999-06-11,26,key+birth_year
manuel guillen,ar ARG,"DF,FW",Godoy Cruz,22,2001,0.3,0,0,0.1,0.0,2,0,3,6,50.0,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,manuel guillen,manuel guillen,godoy cruz,2001,,,nan,,
manuel lanzini,ar ARG,"MF,FW",River Plate,30,1993,9.3,1,0,2.0,1.4,22,4,568,666,85.29,15,8,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,manuel lanzini,manuel lanzini,river plate,1993,1000000,135853,1993-02-15,32,first+last+birth_year
manuel monaco,ar ARG,"MF,FW",Sarmiento,21,2002,3.5,0,0,1.0,0.2,6,2,56,86,65.12,4,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,manuel monaco,manuel monaco,sarmiento,2002,,,nan,,
manuel palavecino,ar ARG,"MF,FW",Cen. Córdoba–SdE,21,2003,1.4,1,0,0.2,0.1,3,1,32,50,64.0,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,manuel palavecino,manuel palavecino,cen cordoba sde,2003,,,nan,,
manuel panaro miramon,ar ARG,"FW,DF",Gimnasia–LP,21,2002,2.7,0,0,0.1,0.0,3,1,36,63,57.14,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,manuel panaro miramon,manuel miramon,gimnasia lp,2002,,,nan,,
manuel roffo,ar ARG,GK,Instituto,23,2000,27.0,0,0,0.0,0.0,0,0,506,741,68.29,0,0,0,0,31.0,1.15,94.0,63.0,69.1,7.0,25.9,3.0,2.0,1.0,0.0,29.2,0.29,-0.8,-0.03,148.0,371.0,39.9,551.0,73.0,48.8,40.7,37.0,8.6,13.0,0.48,10.5,True,23.0,manuel roffo,manuel roffo,instituto,2000,3500000,491687,2000-04-04,25,first+last+birth_year
manuel tucker,ar ARG,MF,Platense,19,2004,0.1,0,0,0.0,0.0,0,0,5,9,55.56,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,manuel tucker,manuel tucker,platense,2004,,,nan,,
marcelino moreno,ar ARG,"MF,FW",Lanús,29,1994,22.4,5,10,4.9,6.5,50,18,663,930,71.29,26,12,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,marcelino moreno,marcelino moreno,lanus,1994,5000000,456617,1995-06-25,30,key_no_year
marcelo barovero,ar ARG,GK,Banfield,39,1984,1.3,0,0,0.0,0.0,0,0,36,48,75.0,0,0,0,1,1.0,0.76,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.46,-0.1,-0.06,4.0,12.0,33.3,34.0,4.0,23.5,28.6,1.0,5.0,0.0,0.0,6.0,True,39.0,marcelo barovero,marcelo barovero,banfield,1984,,,nan,,
marcelo estigarribia,ar ARG,FW,Atlé Tucumán,28,1995,16.8,6,3,5.7,2.5,41,17,247,464,53.23,16,8,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,marcelo estigarribia,marcelo estigarribia,atle tucuman,1995,1000000,610266,1995-04-10,30,first+last+birth_year
marcelo mino,ar ARG,GK,Barracas Central,26,1997,10.0,0,0,0.0,0.0,0,0,186,313,59.42,0,0,0,0,14.0,1.4,63.0,50.0,79.4,4.0,40.0,1.0,1.0,0.0,0.0,15.2,0.23,2.2,0.22,72.0,183.0,39.3,215.0,56.0,52.1,41.5,6.0,3.4,3.0,0.3,11.3,True,26.0,marcelo mino,marcelo mino,barracas central,1997,250000,508135,1997-08-21,28,key+birth_year
marcelo perez,py PAR,FW,Huracán,22,2001,0.4,0,0,0.3,0.0,4,1,3,5,60.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,marcelo perez,marcelo perez,huracan,2001,,,nan,,
marcelo saracchi,uy URU,"DF,MF",Boca Juniors,25,1998,8.9,1,1,1.0,1.2,8,1,365,478,76.36,17,14,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,marcelo saracchi,marcelo saracchi,boca juniors,1998,,,nan,,
marco di cesare,ar ARG,DF,Racing Club,22,2002,11.4,0,0,0.1,0.0,6,1,453,563,80.46,19,14,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,marco di cesare,marco cesare,racing club,2002,8000000,839029,2002-01-30,23,key+birth_year
marco iacobellis,ar ARG,"FW,MF",Barracas Central,23,2000,9.0,1,0,1.5,0.4,16,4,209,313,66.77,25,12,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,marco iacobellis,marco iacobellis,barracas central,2000,,,nan,,
marco pellegrino,ar ARG,DF,Independiente,21,2002,4.9,0,0,0.1,0.0,1,1,121,179,67.6,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,marco pellegrino,marco pellegrino,independiente,2002,4000000,776303,2002-07-18,23,first+last+birth_year
marco ruben,ar ARG,FW,Rosario Central,37,1986,10.6,1,1,3.1,0.4,22,7,82,134,61.19,12,4,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,marco ruben,marco ruben,rosario central,1986,,,nan,,
marcos acuna,ar ARG,DF,River Plate,32,1991,8.6,0,0,0.2,1.9,5,0,512,643,79.63,16,14,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,marcos acuna,marcos acuna,river plate,1991,2000000,60410,1991-10-28,33,key+birth_year
marcos echeverria,ar ARG,FW,Banfield,20,2003,3.5,0,0,0.7,0.0,3,0,42,75,56.0,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,marcos echeverria,marcos echeverria,banfield,2003,,,nan,,
marcos ignacio ledesma,ar ARG,GK,Gimnasia–LP,27,1996,18.0,0,0,0.0,0.0,0,0,346,527,65.65,3,3,0,1,11.0,0.61,53.0,43.0,79.2,9.0,50.0,1.0,0.0,0.0,1.0,12.4,0.23,2.4,0.13,92.0,257.0,35.8,354.0,100.0,43.8,38.2,32.0,10.7,21.0,1.17,12.9,True,27.0,marcos ignacio ledesma,marcos ledesma,gimnasia lp,1996,1800000,344421,1996-09-15,29,first+last+birth_year
marcos montiel,uy URU,MF,Godoy Cruz,28,1995,0.3,0,0,0.0,0.0,0,0,2,5,40.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,marcos montiel,marcos montiel,godoy cruz,1995,,,nan,,
marcos portillo,ar ARG,MF,Talleres,24,2000,6.9,2,3,0.8,1.3,20,5,265,358,74.02,22,18,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,marcos portillo,marcos portillo,talleres,2000,1000000,966314,2000-01-31,25,first+last+birth_year
marcos rojo,ar ARG,DF,Boca Juniors,33,1990,10.8,0,0,0.1,0.1,1,0,656,760,86.32,15,9,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,marcos rojo,marcos rojo,boca juniors,1990,300000,93176,1990-03-20,35,first+last+birth_year
mariano gerez,ar ARG,MF,Lanús,18,2006,0.5,0,0,0.0,0.0,0,0,16,18,88.89,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,mariano gerez,mariano gerez,lanus,2006,,,nan,,
mariano santiago,ar ARG,MF,Godoy Cruz,22,2001,1.5,0,0,0.0,0.4,1,0,39,45,86.67,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,mariano santiago,mariano santiago,godoy cruz,2001,,,nan,,
mariano troilo,ar ARG,DF,Belgrano,20,2003,17.4,1,0,1.2,0.0,20,7,610,747,81.66,26,12,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mariano troilo,mariano troilo,belgrano,2003,,,nan,,
mario sanabria,ar ARG,MF,Deportivo Riestra,21,2002,2.6,0,0,0.4,0.1,4,2,21,55,38.18,6,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,mario sanabria,mario sanabria,deportivo riestra,2002,,,nan,,
martin barrios,uy URU,MF,Racing Club,25,1999,4.7,0,0,0.3,0.1,10,0,194,236,82.2,10,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,martin barrios,martin barrios,racing club,1999,500000,565981,1999-01-24,26,key+birth_year
martin fernandez,uy URU,MF,Gimnasia–LP,22,2001,11.9,0,0,0.7,0.1,11,5,415,524,79.2,19,14,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,martin fernandez,martin fernandez,gimnasia lp,2001,400000,670341,2001-05-08,24,first+last+birth_year
martin garay,ar ARG,"DF,MF",Tigre,24,1999,21.7,1,0,0.6,1.8,13,5,910,1262,72.11,49,26,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,martin garay,martin garay,tigre,1999,1000000,696730,1999-06-12,26,key+birth_year
martin lazarte,ar ARG,MF,Banfield,18,2005,0.5,0,0,0.0,0.0,0,0,7,10,70.0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,martin lazarte,martin lazarte,banfield,2005,,,nan,,
martin luciano,ar ARG,DF,Godoy Cruz,20,2003,6.0,0,0,0.1,0.2,3,0,170,244,69.67,17,17,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,martin luciano,martin luciano,godoy cruz,2003,150000,883670,2003-08-12,22,first+last+birth_year
martin ortega,ar ARG,DF,Tigre,24,1999,15.8,1,2,0.7,0.9,15,6,563,797,70.64,42,25,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,martin ortega,martin ortega,tigre,1999,1500000,663118,1999-08-20,26,key+birth_year
martin pino,ar ARG,FW,Godoy Cruz,25,1998,5.1,1,0,2.3,0.2,15,4,52,80,65.0,2,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,martin pino,martin pino,godoy cruz,1998,,,nan,,
mateo bajamich,ar ARG,"FW,MF",Atlé Tucumán,24,1999,20.4,3,0,5.5,1.4,43,16,363,548,66.24,21,14,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,mateo bajamich,mateo bajamich,atle tucuman,1999,1000000,610228,1999-08-03,26,first+last+birth_year
mateo clemente,ar ARG,GK,San Lorenzo,21,2002,1.0,0,0,0.0,0.0,0,0,11,12,91.67,0,0,0,0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,-0.7,-0.69,0.0,1.0,0.0,10.0,2.0,10.0,27.1,0.0,0.0,1.0,1.0,29.0,True,21.0,mateo clemente,mateo clemente,san lorenzo,2002,,,nan,,
mateo coronel,ar ARG,FW,Atlé Tucumán,25,1998,16.0,5,1,6.6,2.9,48,17,304,436,69.72,10,4,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,mateo coronel,mateo coronel,atle tucuman,1998,,,nan,,
mateo del blanco,ar ARG,DF,Unión,20,2003,11.6,0,3,0.2,2.0,9,1,411,573,71.73,23,14,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mateo del blanco,mateo blanco,union,2003,3500000,984529,2003-10-31,21,key+birth_year
mateo diaz chaves,ar ARG,MF,Arg Juniors,20,2003,0.8,0,0,0.2,0.1,2,1,16,21,76.19,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mateo diaz chaves,mateo chaves,arg juniors,2003,,,nan,,
